date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:58:49	58654/58654	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Aug%202026%2023:58:48%20GMT	https://sirius-solutions-hub.lovable.app/	C:/My%20Web%20Sites/SIRIIIII/sirius-solutions-hub.lovable.app/index.html	(from )
04:58:49	91/91	---MCZ	200	added ('OK')	text/plain	date:Mon,%2031%20Aug%202026%2023:58:49%20GMT	https://sirius-solutions-hub.lovable.app/robots.txt		(from )
04:58:49	80194/80194	---MCZ	200	added ('OK')	text/css	date:Mon,%2031%20Aug%202026%2023:58:49%20GMT	https://sirius-solutions-hub.lovable.app/assets/styles-DHmGTXIn.css	C:/My%20Web%20Sites/SIRIIIII/sirius-solutions-hub.lovable.app/assets/styles-DHmGTXIn.css	(from https://sirius-solutions-hub.lovable.app/)
04:58:49	438269/438269	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2031%20Aug%202026%2023:58:49%20GMT	https://sirius-solutions-hub.lovable.app/assets/index-COQ1tILS.js	C:/My%20Web%20Sites/SIRIIIII/sirius-solutions-hub.lovable.app/assets/index-COQ1tILS.js	(from https://sirius-solutions-hub.lovable.app/)
04:58:49	10663/10663	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2031%20Aug%202026%2023:58:49%20GMT	https://sirius-solutions-hub.lovable.app/assets/routes-BrZ7XKJC.js	C:/My%20Web%20Sites/SIRIIIII/sirius-solutions-hub.lovable.app/assets/routes-BrZ7XKJC.js	(from https://sirius-solutions-hub.lovable.app/)
04:58:50	1439/1439	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2031%20Aug%202026%2023:58:50%20GMT	https://sirius-solutions-hub.lovable.app/assets/CtaBand-DfqLQDGm.js	C:/My%20Web%20Sites/SIRIIIII/sirius-solutions-hub.lovable.app/assets/CtaBand-DfqLQDGm.js	(from https://sirius-solutions-hub.lovable.app/)
04:58:50	113/113	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2031%20Aug%202026%2023:58:50%20GMT	https://sirius-solutions-hub.lovable.app/assets/check-DhEmwevW.js	C:/My%20Web%20Sites/SIRIIIII/sirius-solutions-hub.lovable.app/assets/check-DhEmwevW.js	(from https://sirius-solutions-hub.lovable.app/)
04:58:50	20373/20373	---MCZ	200	added ('OK')	image/vnd.microsoft.icon	date:Mon,%2031%20Aug%202026%2023:58:50%20GMT	https://sirius-solutions-hub.lovable.app/favicon.ico	C:/My%20Web%20Sites/SIRIIIII/sirius-solutions-hub.lovable.app/favicon.ico	(from https://sirius-solutions-hub.lovable.app/)
04:58:50	21296/21296	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2031%20Aug%202026%2023:58:50%20GMT	https://sirius-solutions-hub.lovable.app/~flock.js	C:/My%20Web%20Sites/SIRIIIII/sirius-solutions-hub.lovable.app/_flock.js	(from https://sirius-solutions-hub.lovable.app/)
04:58:50	31865/31865	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Aug%202026%2023:58:50%20GMT	https://sirius-solutions-hub.lovable.app/industries	C:/My%20Web%20Sites/SIRIIIII/sirius-solutions-hub.lovable.app/industries.html	(from https://sirius-solutions-hub.lovable.app/)
04:58:51	29292/29292	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Aug%202026%2023:58:51%20GMT	https://sirius-solutions-hub.lovable.app/about	C:/My%20Web%20Sites/SIRIIIII/sirius-solutions-hub.lovable.app/about.html	(from https://sirius-solutions-hub.lovable.app/)
04:58:51	29699/29699	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Aug%202026%2023:58:51%20GMT	https://sirius-solutions-hub.lovable.app/contact	C:/My%20Web%20Sites/SIRIIIII/sirius-solutions-hub.lovable.app/contact.html	(from https://sirius-solutions-hub.lovable.app/)
04:58:51	37423/37423	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Aug%202026%2023:58:51%20GMT	https://sirius-solutions-hub.lovable.app/services/website-development	C:/My%20Web%20Sites/SIRIIIII/sirius-solutions-hub.lovable.app/services/website-development.html	(from https://sirius-solutions-hub.lovable.app/)
04:58:51	37068/37068	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Aug%202026%2023:58:51%20GMT	https://sirius-solutions-hub.lovable.app/services/mobile-app-development	C:/My%20Web%20Sites/SIRIIIII/sirius-solutions-hub.lovable.app/services/mobile-app-development.html	(from https://sirius-solutions-hub.lovable.app/)
04:58:51	36777/36777	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Aug%202026%2023:58:51%20GMT	https://sirius-solutions-hub.lovable.app/services/ui-ux-design	C:/My%20Web%20Sites/SIRIIIII/sirius-solutions-hub.lovable.app/services/ui-ux-design.html	(from https://sirius-solutions-hub.lovable.app/)
04:58:52	37109/37109	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Aug%202026%2023:58:52%20GMT	https://sirius-solutions-hub.lovable.app/services/software-development	C:/My%20Web%20Sites/SIRIIIII/sirius-solutions-hub.lovable.app/services/software-development.html	(from https://sirius-solutions-hub.lovable.app/)
04:58:52	36989/36989	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Aug%202026%2023:58:52%20GMT	https://sirius-solutions-hub.lovable.app/services/ecommerce-development	C:/My%20Web%20Sites/SIRIIIII/sirius-solutions-hub.lovable.app/services/ecommerce-development.html	(from https://sirius-solutions-hub.lovable.app/)
04:58:52	36761/36761	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Aug%202026%2023:58:52%20GMT	https://sirius-solutions-hub.lovable.app/services/digital-marketing	C:/My%20Web%20Sites/SIRIIIII/sirius-solutions-hub.lovable.app/services/digital-marketing.html	(from https://sirius-solutions-hub.lovable.app/)
04:58:52	37812/37812	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Aug%202026%2023:58:52%20GMT	https://sirius-solutions-hub.lovable.app/services	C:/My%20Web%20Sites/SIRIIIII/sirius-solutions-hub.lovable.app/services.html	(from https://sirius-solutions-hub.lovable.app/)
04:58:53	36853/36853	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Aug%202026%2023:58:53%20GMT	https://sirius-solutions-hub.lovable.app/services/bpo-services	C:/My%20Web%20Sites/SIRIIIII/sirius-solutions-hub.lovable.app/services/bpo-services.html	(from https://sirius-solutions-hub.lovable.app/)
04:58:53	36825/36825	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Aug%202026%2023:58:53%20GMT	https://sirius-solutions-hub.lovable.app/services/dedicated-teams	C:/My%20Web%20Sites/SIRIIIII/sirius-solutions-hub.lovable.app/services/dedicated-teams.html	(from https://sirius-solutions-hub.lovable.app/)
04:58:53	36886/36886	---MCZ	200	added ('OK')	text/html	date:Mon,%2031%20Aug%202026%2023:58:53%20GMT	https://sirius-solutions-hub.lovable.app/services/it-consulting	C:/My%20Web%20Sites/SIRIIIII/sirius-solutions-hub.lovable.app/services/it-consulting.html	(from https://sirius-solutions-hub.lovable.app/)
04:58:53	5390/5390	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2031%20Aug%202026%2023:58:53%20GMT	https://sirius-solutions-hub.lovable.app/assets/industries-0YwL8UA4.js	C:/My%20Web%20Sites/SIRIIIII/sirius-solutions-hub.lovable.app/assets/industries-0YwL8UA4.js	(from https://sirius-solutions-hub.lovable.app/industries)
04:58:54	1106/1106	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2031%20Aug%202026%2023:58:54%20GMT	https://sirius-solutions-hub.lovable.app/assets/PageHeader-CLm1LIVe.js	C:/My%20Web%20Sites/SIRIIIII/sirius-solutions-hub.lovable.app/assets/PageHeader-CLm1LIVe.js	(from https://sirius-solutions-hub.lovable.app/industries)
04:58:54	5029/5029	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2031%20Aug%202026%2023:58:54%20GMT	https://sirius-solutions-hub.lovable.app/assets/about-DXW_ipzr.js	C:/My%20Web%20Sites/SIRIIIII/sirius-solutions-hub.lovable.app/assets/about-DXW_ipzr.js	(from https://sirius-solutions-hub.lovable.app/about)
04:58:54	5763/5763	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2031%20Aug%202026%2023:58:54%20GMT	https://sirius-solutions-hub.lovable.app/assets/contact-CDf_4V6H.js	C:/My%20Web%20Sites/SIRIIIII/sirius-solutions-hub.lovable.app/assets/contact-CDf_4V6H.js	(from https://sirius-solutions-hub.lovable.app/contact)
04:58:55	4573/4573	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2031%20Aug%202026%2023:58:55%20GMT	https://sirius-solutions-hub.lovable.app/assets/services._slug-DADZ3Nks.js	C:/My%20Web%20Sites/SIRIIIII/sirius-solutions-hub.lovable.app/assets/services._slug-DADZ3Nks.js	(from https://sirius-solutions-hub.lovable.app/services/website-development)
04:58:56	2153/2153	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2031%20Aug%202026%2023:58:55%20GMT	https://sirius-solutions-hub.lovable.app/assets/services.index-BVHV4po3.js	C:/My%20Web%20Sites/SIRIIIII/sirius-solutions-hub.lovable.app/assets/services.index-BVHV4po3.js	(from https://sirius-solutions-hub.lovable.app/services)
